Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
223	-181.0	181	36818	223	-181.0	181	36818	223	-181.0	181	36818	223	-181.0	181	36818	223	-181.0	181	36818
224	-147.0	147	36965	224	-147.0	147	36965	224	-147.0	147	36965	224	-147.0	147	36965	224	-147.0	147	36965
225	-138.0	138	37103	225	-138.0	138	37103	225	-138.0	138	37103	225	-138.0	138	37103	225	-138.0	138	37103
226	-172.0	172	37275	226	-172.0	172	37275	226	-172.0	172	37275	226	-172.0	172	37275	226	-172.0	172	37275
227	-204.0	204	37479	227	-204.0	204	37479	227	-204.0	204	37479	227	-204.0	204	37479	227	-204.0	204	37479
228	-161.0	161	37640	228	-161.0	161	37640	228	-161.0	161	37640	228	-161.0	161	37640	228	-161.0	161	37640
229	-162.0	162	37802	229	-162.0	162	37802	229	-162.0	162	37802	229	-162.0	162	37802	229	-162.0	162	37802
230	-179.0	179	37981	230	-179.0	179	37981	230	-179.0	179	37981	230	-179.0	179	37981	230	-179.0	179	37981
231	-173.0	173	38154	231	-173.0	173	38154	231	-173.0	173	38154	231	-173.0	173	38154	231	-173.0	173	38154
232	-229.0	229	38383	232	-229.0	229	38383	232	-229.0	229	38383	232	-229.0	229	38383	232	-229.0	229	38383
233	-222.0	222	38605	233	-222.0	222	38605	233	-222.0	222	38605	233	-222.0	222	38605	233	-222.0	222	38605
234	-251.0	251	38856	234	-251.0	251	38856	234	-251.0	251	38856	234	-251.0	251	38856	234	-251.0	251	38856
235	-287.0	287	39143	235	-287.0	287	39143	235	-287.0	287	39143	235	-287.0	287	39143	235	-287.0	287	39143
236	-293.0	293	39436	236	-293.0	293	39436	236	-293.0	293	39436	236	-293.0	293	39436	236	-293.0	293	39436
237	-213.0	213	39649	237	-213.0	213	39649	237	-213.0	213	39649	237	-213.0	213	39649	237	-213.0	213	39649
238	-185.0	185	39834	238	-185.0	185	39834	238	-185.0	185	39834	238	-185.0	185	39834	238	-185.0	185	39834
239	-309.0	309	40143	239	-309.0	309	40143	239	-309.0	309	40143	239	-309.0	309	40143	239	-309.0	309	40143
240	-179.0	179	40322	240	-179.0	179	40322	240	-179.0	179	40322	240	-179.0	179	40322	240	-179.0	179	40322
241	-172.0	172	40494	241	-172.0	172	40494	241	-172.0	172	40494	241	-172.0	172	40494	241	-172.0	172	40494
242	-117.0	117	40611	242	-117.0	117	40611	242	-117.0	117	40611	242	-117.0	117	40611	242	-117.0	117	40611
243	-136.0	136	40747	243	-136.0	136	40747	243	-136.0	136	40747	243	-136.0	136	40747	243	-136.0	136	40747
244	-117.0	117	40864	244	-117.0	117	40864	244	-117.0	117	40864	244	-117.0	117	40864	244	-117.0	117	40864
245	-142.0	142	41006	245	-142.0	142	41006	245	-142.0	142	41006	245	-142.0	142	41006	245	-142.0	142	41006
246	-110.0	110	41116	246	-110.0	110	41116	246	-110.0	110	41116	246	-110.0	110	41116	246	-110.0	110	41116
247	-179.0	179	41295	247	-179.0	179	41295	247	-179.0	179	41295	247	-179.0	179	41295	247	-179.0	179	41295
248	-181.0	181	41476	248	-181.0	181	41476	248	-181.0	181	41476	248	-181.0	181	41476	248	-181.0	181	41476
249	-142.0	142	41618	249	-142.0	142	41618	249	-142.0	142	41618	249	-142.0	142	41618	249	-142.0	142	41618
250	-130.0	130	41748	250	-130.0	130	41748	250	-130.0	130	41748	250	-130.0	130	41748	250	-130.0	130	41748
251	-187.0	187	41935	251	-187.0	187	41935	251	-187.0	187	41935	251	-187.0	187	41935	251	-187.0	187	41935
252	-127.0	127	42062	252	-127.0	127	42062	252	-127.0	127	42062	252	-127.0	127	42062	252	-127.0	127	42062
253	-88.0	88	42150	253	-88.0	88	42150	253	-88.0	88	42150	253	-88.0	88	42150	253	-88.0	88	42150
254	-169.0	169	42319	254	-169.0	169	42319	254	-169.0	169	42319	254	-169.0	169	42319	254	-169.0	169	42319
255	-107.0	107	42426	255	-107.0	107	42426	255	-107.0	107	42426	255	-107.0	107	42426	255	-107.0	107	42426
256	-99.0	99	42525	256	-99.0	99	42525	256	-99.0	99	42525	256	-99.0	99	42525	256	-99.0	99	42525
257	-146.0	146	42671	257	-146.0	146	42671	257	-146.0	146	42671	257	-146.0	146	42671	257	-146.0	146	42671
258	-147.0	147	42818	258	-147.0	147	42818	258	-147.0	147	42818	258	-147.0	147	42818	258	-147.0	147	42818
259	-129.0	129	42947	259	-129.0	129	42947	259	-129.0	129	42947	259	-129.0	129	42947	259	-129.0	129	42947
260	-124.0	124	43071	260	-124.0	124	43071	260	-124.0	124	43071	260	-124.0	124	43071	260	-124.0	124	43071
261	-140.0	140	43211	261	-140.0	140	43211	261	-140.0	140	43211	261	-140.0	140	43211	261	-140.0	140	43211
262	-133.0	133	43344	262	-133.0	133	43344	262	-133.0	133	43344	262	-133.0	133	43344	262	-133.0	133	43344
263	-131.0	131	43475	263	-131.0	131	43475	263	-131.0	131	43475	263	-131.0	131	43475	263	-131.0	131	43475
264	-134.0	134	43609	264	-134.0	134	43609	264	-134.0	134	43609	264	-134.0	134	43609	264	-134.0	134	43609
265	-144.0	144	43753	265	-144.0	144	43753	265	-144.0	144	43753	265	-144.0	144	43753	265	-144.0	144	43753
266	-135.0	135	43888	266	-135.0	135	43888	266	-135.0	135	43888	266	-135.0	135	43888	266	-135.0	135	43888
267	-136.0	136	44024	267	-136.0	136	44024	267	-136.0	136	44024	267	-136.0	136	44024	267	-136.0	136	44024
268	-196.0	196	44220	268	-196.0	196	44220	268	-196.0	196	44220	268	-196.0	196	44220	268	-196.0	196	44220
269	-157.0	157	44377	269	-157.0	157	44377	269	-157.0	157	44377	269	-157.0	157	44377	269	-157.0	157	44377
270	-162.0	162	44539	270	-162.0	162	44539	270	-162.0	162	44539	270	-162.0	162	44539	270	-162.0	162	44539
271	-94.0	94	44633	271	-94.0	94	44633	271	-94.0	94	44633	271	-94.0	94	44633	271	-94.0	94	44633
272	-87.0	87	44720	272	-87.0	87	44720	272	-87.0	87	44720	272	-87.0	87	44720	272	-87.0	87	44720
273	-141.0	141	44861	273	-141.0	141	44861	273	-141.0	141	44861	273	-141.0	141	44861	273	-141.0	141	44861
274	-243.0	243	45104	274	-243.0	243	45104	274	-243.0	243	45104	274	-243.0	243	45104	274	-243.0	243	45104
275	-152.0	152	45256	275	-152.0	152	45256	275	-152.0	152	45256	275	-152.0	152	45256	275	-152.0	152	45256
276	-92.0	92	45348	276	-92.0	92	45348	276	-92.0	92	45348	276	-92.0	92	45348	276	-92.0	92	45348
277	-135.0	135	45483	277	-135.0	135	45483	277	-135.0	135	45483	277	-135.0	135	45483	277	-135.0	135	45483
278	-153.0	153	45636	278	-153.0	153	45636	278	-153.0	153	45636	278	-153.0	153	45636	278	-153.0	153	45636
279	-135.0	135	45771	279	-135.0	135	45771	279	-135.0	135	45771	279	-135.0	135	45771	279	-135.0	135	45771
280	-157.0	157	45928	280	-157.0	157	45928	280	-157.0	157	45928	280	-157.0	157	45928	280	-157.0	157	45928
281	-140.0	140	46068	281	-140.0	140	46068	281	-140.0	140	46068	281	-140.0	140	46068	281	-140.0	140	46068
282	-242.0	242	46310	282	-242.0	242	46310	282	-242.0	242	46310	282	-242.0	242	46310	282	-242.0	242	46310
283	-278.0	278	46588	283	-278.0	278	46588	283	-278.0	278	46588	283	-278.0	278	46588	283	-278.0	278	46588
284	-165.0	165	46753	284	-165.0	165	46753	284	-165.0	165	46753	284	-165.0	165	46753	284	-165.0	165	46753
285	-145.0	145	46898	285	-145.0	145	46898	285	-145.0	145	46898	285	-145.0	145	46898	285	-145.0	145	46898
286	-153.0	153	47051	286	-153.0	153	47051	286	-153.0	153	47051	286	-153.0	153	47051	286	-153.0	153	47051
287	-139.0	139	47190	287	-139.0	139	47190	287	-139.0	139	47190	287	-139.0	139	47190	287	-139.0	139	47190
288	-139.0	139	47329	288	-139.0	139	47329	288	-139.0	139	47329	288	-139.0	139	47329	288	-139.0	139	47329
289	-205.0	205	47534	289	-205.0	205	47534	289	-205.0	205	47534	289	-205.0	205	47534	289	-205.0	205	47534
290	-136.0	136	47670	290	-136.0	136	47670	290	-136.0	136	47670	290	-136.0	136	47670	290	-136.0	136	47670
291	-146.0	146	47816	291	-146.0	146	47816	291	-146.0	146	47816	291	-146.0	146	47816	291	-146.0	146	47816
292	-201.0	201	48017	292	-201.0	201	48017	292	-201.0	201	48017	292	-201.0	201	48017	292	-201.0	201	48017
293	-195.0	195	48212	293	-195.0	195	48212	293	-195.0	195	48212	293	-195.0	195	48212	293	-195.0	195	48212
294	-142.0	142	48354	294	-142.0	142	48354	294	-142.0	142	48354	294	-142.0	142	48354	294	-142.0	142	48354
295	-140.0	140	48494	295	-140.0	140	48494	295	-140.0	140	48494	295	-140.0	140	48494	295	-140.0	140	48494
296	-134.0	134	48628	296	-134.0	134	48628	296	-134.0	134	48628	296	-134.0	134	48628	296	-134.0	134	48628
297	-136.0	136	48764	297	-136.0	136	48764	297	-136.0	136	48764	297	-136.0	136	48764	297	-136.0	136	48764
298	-136.0	136	48900	298	-136.0	136	48900	298	-136.0	136	48900	298	-136.0	136	48900	298	-136.0	136	48900
299	-196.0	196	49096	299	-196.0	196	49096	299	-196.0	196	49096	299	-196.0	196	49096	299	-196.0	196	49096
