Episode	Accumulated Reward	Length	Steps
0	-18	20	20
1	-5	7	27
2	-8	10	37
3	-5	7	44
4	-4	6	50
5	-10	12	62
6	-2	4	66
7	-2	4	70
8	-7	9	79
9	-2	4	83
10	-2	4	87
11	-2	4	91
12	-2	4	95
13	-2	4	99
14	-2	4	103
15	-2	4	107
16	-2	4	111
17	-4	6	117
18	-2	4	121
19	-2	4	125
20	-2	4	129
21	-2	4	133
22	-2	4	137
23	-2	4	141
24	-2	4	145
25	-2	4	149
26	-2	4	153
27	-2	4	157
28	-2	4	161
29	-2	4	165
30	-2	4	169
31	-2	4	173
32	-2	4	177
33	-2	4	181
34	-2	4	185
35	-4	6	191
36	-2	4	195
37	-2	4	199
38	-2	4	203
39	-2	4	207
40	-4	6	213
41	-2	4	217
42	-2	4	221
43	-76	78	299
44	-7	9	308
45	-2	4	312
46	-2	4	316
47	-2	4	320
48	-2	4	324
49	-2	4	328
50	-2	4	332
51	-2	4	336
52	-2	4	340
53	-2	4	344
54	-2	4	348
55	-2	4	352
56	-2	4	356
57	-2	4	360
58	-2	4	364
59	-2	4	368
60	-2	4	372
61	-2	4	376
62	-2	4	380
63	-2	4	384
64	-2	4	388
65	-2	4	392
66	-2	4	396
67	-2	4	400
68	-2	4	404
69	-2	4	408
70	-4	6	414
71	-2	4	418
72	-2	4	422
73	-2	4	426
74	-2	4	430
75	-2	4	434
76	-2	4	438
77	-2	4	442
78	-2	4	446
79	-2	4	450
80	-4	6	456
81	-2	4	460
82	-2	4	464
83	-2	4	468
84	-2	4	472
85	-2	4	476
86	-2	4	480
87	-2	4	484
88	-2	4	488
89	-2	4	492
90	-2	4	496
91	-2	4	500
92	-2	4	504
93	-2	4	508
94	-2	4	512
95	-2	4	516
96	-2	4	520
97	-2	4	524
98	-2	4	528
99	-6	8	536
100	-2	4	540
101	-2	4	544
102	-2	4	548
103	-2	4	552
104	-2	4	556
105	-2	4	560
106	-2	4	564
107	-2	4	568
108	-2	4	572
109	-2	4	576
110	-2	4	580
111	-2	4	584
112	-2	4	588
113	-2	4	592
114	-2	4	596
115	-2	4	600
116	-2	4	604
117	-2	4	608
118	-2	4	612
119	-2	4	616
120	-2	4	620
121	-2	4	624
122	-2	4	628
123	-2	4	632
124	-2	4	636
125	-2	4	640
126	-2	4	644
127	-4	6	650
128	-2	4	654
129	-2	4	658
130	-2	4	662
131	-2	4	666
132	-2	4	670
133	-2	4	674
134	-2	4	678
135	-2	4	682
136	-2	4	686
137	-4	6	692
138	-2	4	696
139	-2	4	700
140	-2	4	704
141	-2	4	708
142	-4	6	714
143	-2	4	718
144	-2	4	722
145	-2	4	726
146	-2	4	730
147	-2	4	734
148	-2	4	738
149	-2	4	742
150	-2	4	746
151	-2	4	750
152	-2	4	754
153	-2	4	758
154	-2	4	762
155	-2	4	766
156	-2	4	770
157	-2	4	774
158	-2	4	778
159	-2	4	782
160	-2	4	786
161	-2	4	790
162	-2	4	794
163	-2	4	798
164	-2	4	802
165	-2	4	806
166	-2	4	810
167	-2	4	814
168	-2	4	818
169	-2	4	822
170	-2	4	826
171	-2	4	830
172	-2	4	834
173	-4	6	840
174	-2	4	844
175	-2	4	848
176	-2	4	852
177	-5	7	859
178	-2	4	863
179	-2	4	867
180	-2	4	871
181	-2	4	875
182	-2	4	879
183	-4	6	885
184	-2	4	889
185	-2	4	893
186	-2	4	897
187	-2	4	901
188	-2	4	905
189	-2	4	909
190	-4	6	915
191	-2	4	919
192	-2	4	923
193	-4	6	929
194	-2	4	933
195	-2	4	937
196	-2	4	941
197	-4	6	947
198	-2	4	951
199	-2	4	955
200	-2	4	959
201	-2	4	963
202	-2	4	967
203	-2	4	971
204	-2	4	975
205	-2	4	979
206	-2	4	983
207	-2	4	987
208	-2	4	991
209	-2	4	995
210	-2	4	999
211	-2	4	1003
212	-2	4	1007
213	-2	4	1011
214	-2	4	1015
215	-2	4	1019
216	-4	6	1025
217	-2	4	1029
218	-2	4	1033
219	-2	4	1037
220	-2	4	1041
221	-2	4	1045
222	-2	4	1049
223	-2	4	1053
224	-2	4	1057
225	-2	4	1061
226	-2	4	1065
227	-2	4	1069
228	-2	4	1073
229	-2	4	1077
230	-2	4	1081
231	-2	4	1085
232	-2	4	1089
233	-2	4	1093
234	-2	4	1097
235	-2	4	1101
236	-2	4	1105
237	-2	4	1109
238	-2	4	1113
239	-2	4	1117
240	-2	4	1121
241	-2	4	1125
242	-2	4	1129
243	-2	4	1133
244	-2	4	1137
245	-2	4	1141
246	-2	4	1145
247	-2	4	1149
248	-4	6	1155
249	-2	4	1159
250	-2	4	1163
251	-2	4	1167
252	-2	4	1171
253	-2	4	1175
254	-2	4	1179
255	-2	4	1183
256	-2	4	1187
257	-2	4	1191
258	-4	6	1197
259	-2	4	1201
260	-2	4	1205
261	-2	4	1209
262	-2	4	1213
263	-2	4	1217
264	-2	4	1221
265	-2	4	1225
266	-2	4	1229
267	-2	4	1233
268	-2	4	1237
269	-2	4	1241
270	-2	4	1245
271	-2	4	1249
272	-4	6	1255
273	-2	4	1259
274	-2	4	1263
275	-2	4	1267
276	-2	4	1271
277	-2	4	1275
278	-2	4	1279
279	-2	4	1283
280	-4	6	1289
281	-2	4	1293
282	-2	4	1297
283	-2	4	1301
284	-2	4	1305
285	-4	6	1311
286	-2	4	1315
287	-2	4	1319
288	-2	4	1323
289	-2	4	1327
290	-2	4	1331
291	-2	4	1335
292	-2	4	1339
293	-2	4	1343
294	-2	4	1347
295	-2	4	1351
296	-2	4	1355
297	-2	4	1359
298	-2	4	1363
299	-2	4	1367
300	-2	4	1371
301	-2	4	1375
302	-2	4	1379
303	-2	4	1383
304	-4	6	1389
305	-2	4	1393
306	-2	4	1397
307	-2	4	1401
308	-2	4	1405
309	-2	4	1409
310	-4	6	1415
311	-2	4	1419
312	-4	6	1425
313	-2	4	1429
